product_name,image_url_1,image_url_2,image_url_3
Battery Mate 12V LED Digital Battery and Alternator Tester with Status Indicators,https://canary.contestimg.wish.com/api/webimage/5f510b03dc9cf3220104928a-large.jpg?cache_buster=0b9d818d3c4a9e6f4da1dafb5f6e3787,https://canary.contestimg.wish.com/api/webimage/5ed2222901a4195a49efdb2d-large.jpg?cache_buster=6a7d75b2af4bcd0b6c42823f27ae7739,https://canary.contestimg.wish.com/api/webimage/5da921f694f978077ffc3f98-large.jpg?cache_buster=1557c71040cc4d11b8f4ceade793ecf6
"30x40cm Bamboo Cutting Board with Metal Ring, Rectangular, Natural Wood Grain, Kitchen Chopping Board",https://woodboxmfg.com/wp-content/uploads/2024/11/end-grain-cutting-boardZRWC9091-6.jpg,https://imrorwxhinmklr5q-static.micyjz.com/cloud/lmBpmKollpSRpjinmlrmip/B226233c_1243_1243.jpg,https://img.lazcdn.com/g/p/dcb994f186a789d02b7ffd3473c6b42d.jpg_720x720q80.jpg
